label,extent,growth_stage,season,damage,address,ID
0,0,F,SR2020,WD,0/l341f01343c01s00371rp09110.png,ID_GFK9X6O6BX
0,0,M,SR2020,WD,0/l342f01050c01s01595rp12743.png,ID_XV2PLDACIV
0,0,F,LR2020,G,0/230_repeat_2_1855_4983_3352.png,ID_KI0S9FITEC
0,0,V,LR2021,WD,0/l398f02556c01s08229rp21943.png,ID_ON598UPV0H
0,0,F,SR2020,G,0/l342f02120c01s03404rp07154.png,ID_98Y0QVVLH8
0,0,S,SR2021,WD,0/l376f03197c39s14800rp40886.png,ID_LFF5RVCQDW
1,50,M,SR2021,DR,1/l144f01437c39s12514rp48970.png,ID_HP0YVFHP6M
0,0,V,LR2021,G,0/l1094f01169c01s07720rp22987.png,ID_QXGUFNCF9W
0,0,F,LR2021,WD,0/l1148f00390c01s10042rp26320.png,ID_SJTKAMN27M
0,0,V,SR2021,G,0/l1083f01047c39s12109ip.png,ID_T17G9QPP2C
0,0,V,SR2020,WD,0/l1116f00495c01s01545rp03109.png,ID_LCABDQT05I
0,0,F,LR2021,WD,0/l325f03156c01s06993rp16271.png,ID_MEKISXNVJ6
0,0,V,LR2021,G,0/l376f03290c01s07152rp16523.png,ID_YO67NFOZ4V
0,0,V,LR2021,WD,0/l371f04432c01s08048rp23643.png,ID_SAN66KHNH8
0,0,F,LR2020,DS,0/21_repeat_2_1356_4124_2700.png,ID_OD4SJWGFZG
0,0,V,SR2020,G,0/l141f01498c01s02363rp07162.png,ID_NGAP9NPR5P
0,0,S,SR2021,G,0/l222f01915c39s12799ip.png,ID_EGBUL9AP8C
0,0,V,SR2021,G,0/l1123f01789c39s11935rp33851.png,ID_I2DR516G9B
0,0,S,SR2021,G,0/l144f02485c39s13946ip.png,ID_XMBU5QBIOW
0,0,F,SR2020,G,0/l1125f00268c01s04028ip.png,ID_T4FNQV5H1A
0,0,F,LR2021,WD,0/l429f01328c01s08197rp24016.png,ID_RB9DJG6YXW
0,0,F,LR2021,G,0/l113f02080c01s10062rp30621.png,ID_4XE2PX2M1Q
0,0,V,SR2020,G,0/l331f04184c01s04290rp01661.png,ID_RBZTQZ2231
1,40,M,LR2021,DR,1/l331f04175c01s06923rp27677.png,ID_Q02Q9SR551
0,0,S,LR2021,G,0/l435f01186c01s07904rp26845.png,ID_U329641SFM
0,0,S,SR2021,G,0/l371f00121c39s13209rp49267.png,ID_N0JA77RVKY
0,0,M,SR2021,PS,0/l221f00336c39s13054rp45705.png,ID_NAQA7TQ9ZO
1,40,M,LR2021,DR,1/l321f01949c01s07143rp27019.png,ID_8W12FE2KSD
0,0,V,SR2020,WD,0/l432f00214c01s01648rp06954.png,ID_VLKH0INIMB
1,60,V,LR2021,DR,1/l131f03895c01s07353rp24537.png,ID_FKAR5MIO34
0,0,S,SR2021,G,0/l398f01059c39s13297ip.png,ID_V703F2DO0L
0,0,M,SR2021,WD,0/l1153f01630c39s12035rp38127.png,ID_DW8YLVCDP1
0,0,S,LR2021,WD,0/l1122f00533c01s09660rp16079.png,ID_RCV847JXNS
0,0,V,SR2021,G,0/l398f02597c39s12758rp39572.png,ID_6447ID6QG1
0,0,F,SR2021,WD,0/l1083f03076c39s12151rp33911.png,ID_4LVQPJG3SF
0,0,V,SR2021,G,0/l1137f01579c39s12767ip.png,ID_9Q1I2IKTBT
0,0,V,SR2021,G,0/l321f03227c42s14909ip.png,ID_0E3S6HS7JW
0,0,F,SR2020,G,0/l331f04062c01s04428rp10542.png,ID_UU7BA5QJ7N
1,40,M,SR2021,DR,1/l342f02118c39s14040rp47818.png,ID_E59NXMJ28L
0,0,V,LR2021,G,0/l1084f00580c01s07955rp23495.png,ID_5TNBRWHV5B
0,0,V,SR2021,WD,0/l131f03894c39s12691rp47664.png,ID_L2RSV0N7M0
0,0,V,LR2021,WD,0/l124f01034c01s09319rp20364.png,ID_EGWLO0V4QF
0,0,S,SR2021,G,0/l406f02765c01s14630ip.png,ID_OBJQ3ZE83W
0,0,V,SR2020,G,0/l134f00762c01s05370ip.png,ID_IB1LJKEB9D
0,0,V,LR2021,WD,0/l1123f02982c20s10579rp17996.png,ID_S79QGLA3TF
0,0,F,SR2020,WD,0/l354f00296c01s02546rp09059.png,ID_5CKVRBBQ6K
0,0,S,SR2021,G,0/l371f00109c39s12865ip.png,ID_PK8AYSLTF6
1,50,M,SR2021,DR,1/l314f00516c39s12491rp49038.png,ID_JO0ZFLOSUN
0,0,F,LR2021,G,0/l1115f02203c01s09084rp27573.png,ID_FQLWAZE745
0,0,V,LR2021,WD,0/l371f04462c01s09489rp21818.png,ID_Y9A9Y73KBG
1,80,M,SR2020,DR,1/l1153f02240c01s01054rp07198.png,ID_0WRYQF7YA4
0,0,V,SR2021,G,0/l121f03458c39s12904rp39452.png,ID_G9JJAG1QL6
0,0,F,SR2021,G,0/l431f00229c39s12889rp46927.png,ID_IJNDX1YKZ6
0,0,V,LR2020,G,0/90_repeat_2_1529_2518_1534.png,ID_4QUEK2EQJQ
1,40,V,LR2021,DR,1/l133f03014c01s06954rp25828.png,ID_61AQACWG7L
0,0,F,LR2021,G,0/l1149f01201c01s08178rp23456.png,ID_Q6MYO1RIFW
0,0,V,SR2021,WD,0/l1084f01962c39s11538rp32513.png,ID_72JO0W3FBW
1,70,M,SR2021,DR,1/l426f00475c40s14969rp47752.png,ID_3TKTJGGD63
0,0,F,LR2020,WD,0/201_repeat_2_1461_5090_3419.png,ID_U8U4B0TRLJ
0,0,V,SR2021,G,0/l122f00077c39s13027rp36890.png,ID_U8X822S1C0
0,0,S,LR2021,G,0/l1083f02201c01s08088rp15489.png,ID_M4OD1PO4ML
0,0,M,SR2021,WD,0/l341f01802c39s12263rp45219.png,ID_JGTGENRGT3
0,0,S,SR2021,G,0/l430f02462c39s14096ip.png,ID_DCM4JZI26J
0,0,V,SR2021,WD,0/l361f00187c39s14462rp34387.png,ID_8OES47CQPL
0,0,F,SR2021,G,0/l134f00884c39s14252rp42484.png,ID_0OIPI3ZMRB
1,90,M,SR2020,DR,1/l1150f01046c01s03069rp06686.png,ID_KBX4BGMIY7
0,0,V,SR2020,WD,0/l323f01835c01s00286rp07051.png,ID_QKHN1AVVDC
0,0,V,LR2021,PS,0/l341f00366c01s06863rp18347.png,ID_FTATL9PJ2C
0,0,M,SR2021,G,0/l355f00184c40s12199rp46245.png,ID_ZNAND4GLD7
0,0,S,SR2021,G,0/l371f00131c39s14373ip.png,ID_OAFTQ72YR6
1,50,M,LR2020,DR,1/187_repeat_2_2047_6262_4629.png,ID_WAMKLEK3PM
1,30,F,LR2021,DR,1/l325f03156c01s06993rp29074.png,ID_VJG6HK9JXJ
1,40,M,SR2020,DR,1/l141f00671c01s00240rp14734.png,ID_EF2SYEPM7X
0,0,V,SR2021,G,0/l121f00535c39s12738rp40147.png,ID_YNTOKY5IA7
0,0,V,SR2021,PS,0/l134f00092c39s12835dp43023.png,ID_7MKFRF4EGM
0,0,F,LR2021,WD,0/l1136f00959c01s09019rp23889.png,ID_7M768US634
1,10,V,SR2021,DR,1/l1115f00424c39s12163ip.png,ID_BD335VZL32
0,0,S,SR2021,G,0/l326f03128c39s13418rp35299.png,ID_UNPC3I7L7E
1,10,F,LR2021,DR,1/l1122f00055c01s08988rp25157.png,ID_FL1V29Q8LW
0,0,V,SR2021,WD,0/l125f01025c01s13586rp40734.png,ID_J0FTKC92R1
0,0,V,LR2021,WD,0/l121f00074c01s07135rp16636.png,ID_U4DW21RSXG
0,0,V,SR2020,WD,0/l124f01477c01s01927rp02821.png,ID_575IM4URKD
0,0,M,SR2020,WD,0/l1094f02632c01s02597rp06352.png,ID_JYMCC1NOZ7
1,50,M,SR2021,DR,1/l1136f01393c39s11659rp42019.png,ID_U54PHYG9U8
0,0,V,SR2020,G,0/l1084f01037c01s00076ip.png,ID_M7TAHXDLXZ
0,0,V,LR2021,G,0/l361f00186c01s07539rp21877.png,ID_5S3GTSVV9A
0,0,F,SR2020,WD,0/l323f01835c01s00286rp12832.png,ID_UFKRKX4QXK
1,70,M,SR2020,DR,1/l1083f01454c01s01397rp07923.png,ID_AQDQROOCTA
0,0,V,SR2020,WD,0/l342f02120c01s03404rp02611.png,ID_JLKL76R5JU
0,0,F,SR2021,G,0/l1136f01156c39s11649rp36953.png,ID_ZMA3PX13GI
0,0,V,SR2020,WD,0/l354f02406c01s03052rp01675.png,ID_PQPL5B1ENY
0,0,F,LR2020,WD,0/206_repeat_2_2369_4250_2832.png,ID_C4YM19FVB9
0,0,M,LR2021,WD,0/l144f03183c01s07446rp23089.png,ID_4Q0GTGVGO8
0,0,V,LR2020,G,0/211_repeat_2_1075_1315_1021.png,ID_CHG3L4W3UB
0,0,F,LR2021,G,0/l222f01762c01s06827rp21689.png,ID_L7O7H8YNPS
0,0,S,SR2021,G,0/l405f02052c39s14864ip.png,ID_AO03W78OU3
0,0,V,LR2020,G,0/122_repeat_2_1625_998_673.png,ID_032ZI3G7DA
0,0,V,LR2021,G,0/l365f01284c01s09133rp20794.png,ID_6H2YM6XEO4
0,0,V,SR2021,WD,0/l376f03264c39s14382dp44088.png,ID_NFOWRDBIMS
1,50,M,SR2020,DR,1/l341f00167c01s00324rp12606.png,ID_B3UM30HO0F
0,0,M,SR2020,G,0/l141f01138c01s04226rp11656.png,ID_H1EC43YA1A
0,0,V,SR2021,WD,0/l231f04548c41s13683rp45089.png,ID_13IVQ6W9ZX
0,0,V,LR2021,G,0/l1089f01060c01s08536rp16528.png,ID_SH0CD5SPUM
0,0,F,LR2021,G,0/l1084f02364c01s07488rp23423.png,ID_TF2RSNAA7N
0,0,V,SR2020,G,0/l1094f00013c01s00272ip.png,ID_53EF3EWDOF
0,0,M,LR2021,G,0/l222f00241c01s09780rp25514.png,ID_Z6045MBR7C
0,0,V,SR2021,G,0/l1083f00926c39s12675dp34698.png,ID_BYGE45N6FI
0,0,M,LR2021,G,0/l1093f02099c01s08496rp30930.png,ID_YRUNSQ3X8E
0,0,F,SR2020,G,0/l1094f01024c01s01256rp04505.png,ID_0PW9EAUSSC
1,30,M,LR2020,DR,1/158_repeat_2_1490_4721_3091.png,ID_SSN6EQ9O96
0,0,V,LR2021,G,0/l365f03009c01s09123rp20764.png,ID_HX0ZQA922R
1,30,M,SR2021,DR,1/l1094f01340c39s11541rp37664.png,ID_SZQLY19QIW
0,0,M,SR2020,WD,0/l144f02773c01s00166rp12379.png,ID_ITBM5P6XSU
0,0,M,LR2020,ND,0/143_repeat_2_2359_4831_3203.png,ID_G39DNW73RP
0,0,V,SR2020,G,0/l121f03458c01s01379rp00227.png,ID_WALSAW8CZU
0,0,F,SR2021,G,0/l1153f03314c39s12025rp38123.png,ID_0JEP1NF71K
1,50,F,SR2020,DR,1/l144f02841c01s01162rp12265.png,ID_NHUGDG2RKW
0,0,M,SR2021,WD,0/l323f01551c39s14636rp46569.png,ID_NRQXJAU0G1
1,30,M,LR2021,DR,1/l221f00394c01s08515rp28159.png,ID_NWDWSH5VMO
0,0,M,SR2021,G,0/l325f03562c39s12193rp46991.png,ID_IQCM9TX7GD
0,0,V,SR2021,G,0/l323f02521c39s13065rp39515.png,ID_0JEAJHSGPB
0,0,F,LR2020,G,0/244_repeat_2_2082_1598_1182.png,ID_ZYGLOMAB5O
0,0,S,SR2021,G,0/l144f00937c39s12240dp33629.png,ID_S2JLEDM0Q1
0,0,F,LR2021,G,0/l1122f01711c01s09661rp25164.png,ID_ECW4CFZNJT
0,0,F,LR2021,G,0/l1094f04342c01s09028rp24388.png,ID_QBBANIP9JM
0,0,S,SR2021,G,0/l430f01559c39s14093rp36337.png,ID_LYQ1OWTDM0
1,50,M,LR2021,DR,1/l141f01250c01s07354rp28863.png,ID_0O5F6Y3NCW
0,0,F,SR2020,G,0/l1130f01042c01s05005ip.png,ID_9OCQQ510MF
0,0,F,LR2021,G,0/l1124f01277c01s06750rp26956.png,ID_379YM5W0Y1
1,50,F,SR2021,DR,1/l342f02081c39s14239rp48094.png,ID_72ZZDZ1HTP
1,10,M,SR2021,DR,1/l1094f02309c39s11675rp38613.png,ID_QAIWYRZZ18
1,80,M,LR2020,DR,1/201_repeat_2_1382_6411_4777.png,ID_Z6RRSQWYY3
0,0,S,LR2021,G,0/l1093f01700c01s08553rp15768.png,ID_4SVOYLB8DB
0,0,S,SR2020,WD,0/l365f00490c01s01518ip.png,ID_QHK9RCRO1Z
0,0,V,LR2021,G,0/l354f03981c01s08779rp19092.png,ID_G00LU9HYRN
1,50,M,LR2020,DR,1/158_repeat_2_1490_5208_3563.png,ID_YE1HA1VTM0
0,0,V,SR2020,G,0/l1094f03321c01s03520ip.png,ID_0P54DPQDT1
0,0,V,SR2021,WD,0/l314f00516c39s12491rp35648.png,ID_U7N9PEMO0D
0,0,V,LR2021,G,0/l1089f02409c01s08724rp19518.png,ID_8DO2YNLKNY
0,0,F,LR2021,WD,0/l353f02807c01s07361rp18147.png,ID_EM7JOYUY6N
0,0,V,SR2020,G,0/l141f03616c01s03821ip.png,ID_JS0D6R1B01
0,0,S,LR2021,G,0/l1084f00364c01s07510rp15791.png,ID_AH8H52H5MG
0,0,M,SR2021,G,0/l222f03387c39s12808rp42286.png,ID_LXHRTP31TA
0,0,V,SR2021,WD,0/l341f01307c39s12276rp37684.png,ID_3FWV8T5BCU
0,0,V,SR2020,WD,0/l1089f00469c01s00290ip.png,ID_YYNVPJ9893
1,10,M,SR2021,DR,1/l141f01836c39s12521rp45997.png,ID_8KS5G794XE
0,0,F,SR2021,G,0/l1095f01812c39s13825dp35878.png,ID_D43PWO65M3
1,50,M,LR2021,DR,1/l134f04015c01s10516rp31581.png,ID_LJH5YEAQQZ
0,0,S,SR2020,G,0/l371f00109c01s02526rp02258.png,ID_1V4051OT35
0,0,S,SR2021,WD,0/l361f02340c39s14059rp34026.png,ID_Q3J0SRKGX3
1,10,M,SR2021,DR,1/l231f00243c41s12142rp45433.png,ID_NAQNYZNOMB
0,0,V,LR2021,G,0/l1094f01561c01s07712rp19417.png,ID_F41OHRK2ZS
0,0,M,SR2020,WD,0/l131f03894c01s01626rp11674.png,ID_XAG4NOAL5H
0,0,V,LR2021,G,0/l1133f03020c01s07841rp16898.png,ID_OOLNL9G856
1,50,M,SR2021,DR,1/l325f01429c39s12187rp48669.png,ID_RPAO6L6SV1
0,0,F,SR2020,G,0/l331f00538c01s05379rp12331.png,ID_4G0P99SHZ9
0,0,V,SR2020,WD,0/l134f00822c01s01077rp01369.png,ID_3WIRQ0D7RJ
0,0,F,SR2020,G,0/l353f01662c01s04806rp07773.png,ID_1GPC796QY9
0,0,V,LR2021,WD,0/l124f00081c01s08874rp21760.png,ID_K1Q0MES4RB
0,0,V,SR2021,WD,0/l315f00141c39s13351rp36460.png,ID_YPCRV9PG5Q
0,0,M,SR2021,WD,0/l398f02597c39s12758rp46115.png,ID_TUG9TWGL3Y
0,0,S,SR2021,WD,0/l222f03216c39s14648rp34489.png,ID_ITH6H69PFB
0,0,V,SR2021,WD,0/l325f01429c39s12187rp37723.png,ID_8G0FF43DRO
0,0,F,SR2020,WD,0/l323f01835c01s00286rp10102.png,ID_K10FVXFLPO
0,0,V,SR2021,WD,0/l144f00932c39s14891rp43861.png,ID_NPH5XGHRZX
0,0,V,SR2020,WD,0/l361f01045c01s04904rp02557.png,ID_RFT8UN8AY6
0,0,V,SR2020,WD,0/l331f04163c01s04013rp12703.png,ID_SHBSB5357W
0,0,S,SR2021,G,0/l376f02504c39s14513rp39565.png,ID_F708YN87RE
0,0,M,SR2021,DS,0/l331f04178c39s12612rp45280.png,ID_A52TQTRM56
1,30,F,LR2021,DR,1/l134f00871c01s09793rp23947.png,ID_4M3GZJUPUE
0,0,V,LR2021,WD,0/l1083f00026c01s08099rp19370.png,ID_8TNDBVT8N0
0,0,V,SR2021,G,0/l1116f01994c39s12228rp37037.png,ID_0NCQMPN4GF
1,30,V,LR2021,DR,1/l231f03543c03s08756rp24776.png,ID_30T5HLLYPU
0,0,F,SR2020,WD,0/l314f01832c01s03812rp10405.png,ID_1WU4S7HCJJ
1,70,M,SR2020,DR,1/l410f01546c01s01444rp14035.png,ID_ABS6C7VXHC
0,0,M,SR2021,G,0/l323f00913c39s13077dp45486.png,ID_DSF5PZXWA3
0,0,F,SR2020,WD,0/l315f03220c01s02273rp10117.png,ID_O5ML341ZDG
1,90,M,SR2020,DR,1/l428f00404c01s00140rp13162.png,ID_73LKP6TF0R
0,0,M,SR2021,G,0/l332f00162c39s12299rp47411.png,ID_JOAFBHNWDQ
0,0,F,SR2020,G,0/l1093f00010c01s02842rp03394.png,ID_YI9EHDRQDN
0,0,V,LR2021,WD,0/l232f03938c03s08610rp17949.png,ID_WZSZ9TL7ZK
1,40,M,LR2021,DR,1/l134f00801c01s10513rp26096.png,ID_5WJCUNWBSY
0,0,M,SR2021,WD,0/l321f01947c39s13039rp44428.png,ID_AKHFUTYGBI
0,0,V,SR2021,G,0/l1123f01353c39s11929rp33245.png,ID_U1YAWR1TVJ
1,30,M,LR2021,DR,1/l134f00089c01s07195rp28311.png,ID_QR7HSPL7G4
1,20,V,SR2021,DR,1/l1095f01022c39s12056rp35018.png,ID_1TMP9EXZDS
0,0,F,SR2020,WD,0/l133f00716c01s00627rp08192.png,ID_GVEZ0F3PRW
0,0,V,LR2021,G,0/l1153f00463c01s08541rp17116.png,ID_W3DZEAB3F9
1,30,M,LR2021,DR,1/l121f00592c01s06816rp29294.png,ID_05WBAA4AE4
0,0,M,SR2021,WN,0/l331f04164c39s12617dp45284.png,ID_LV6R9IJWGW
0,0,F,LR2021,WD,0/l354f00417c20s11115rp26447.png,ID_I1UVW2G3Z1
0,0,S,SR2021,WD,0/l342f01261c39s12288rp32817.png,ID_PI8MQBEUPV
0,0,V,SR2021,WD,0/l1102f00407c39s11595ip.png,ID_U4KWCX979G
0,0,V,LR2021,WD,0/l232f04067c03s07346rp18014.png,ID_BZWN6EUDPL
0,0,V,SR2021,WD,0/l410f02693c39s14489dp45670.png,ID_6NY9Y664TZ
0,0,F,LR2021,G,0/l1142f01167c20s10747rp24899.png,ID_M5EIPAOH33
0,0,F,LR2021,WD,0/l131f03889c01s07399rp25206.png,ID_1B4WPJX6X6
0,0,V,LR2021,WD,0/l326f01989c01s07141rp17717.png,ID_UW97DGMAHM
1,90,M,SR2020,DR,1/l354f03994c01s01040rp14976.png,ID_U3T16E7SZI
0,0,V,LR2021,WD,0/l113f01027c01s10033rp21491.png,ID_DQ9D2TYQB3
1,50,M,LR2021,DR,1/l134f04020c01s08194rp31816.png,ID_HDNUN2DV3J
0,0,S,SR2021,G,0/l429f02195c39s14284ip.png,ID_644JBRDEL0
0,0,V,LR2021,G,0/l331f04169c01s06921rp16807.png,ID_QC6K4Z1B1D
0,0,V,SR2021,G,0/l355f00184c40s12199rp40383.png,ID_137JOJ0T9G
0,0,V,LR2021,WD,0/l232f04040c03s08329rp19131.png,ID_86M3KR2PGX
0,0,V,SR2020,WD,0/l315f00144c01s03457rp09170.png,ID_V0Z1WPA3Q5
0,0,M,SR2021,G,0/l1132f04292c39s12080rp36910.png,ID_6ZRTYCXEDQ
0,0,M,SR2021,WD,0/l1139f01011c39s11892rp35972.png,ID_MYB7B7V4XW
0,0,F,SR2020,G,0/l1094f01237c01s01317rp01262.png,ID_7YJTUY5PDR
0,0,M,SR2021,WD,0/l341f02190c39s12282rp45201.png,ID_E0BFX86OIY
0,0,F,LR2021,WD,0/l321f01932c01s07111rp18648.png,ID_86GG1KMOQ4
0,0,V,SR2021,WD,0/l361f02343c39s14623rp41877.png,ID_RBZXRGS93Q
0,0,V,SR2020,WD,0/l242f01471c01s03064rp02790.png,ID_7IW1H3XK09
