ID,filename,extent,growth_stage_F,growth_stage_M,growth_stage_S,growth_stage_V,damage_DR,damage_DS,damage_FD,damage_G,damage_ND,damage_PS,damage_WD,damage_WN,season_LR2020,season_LR2021,season_SR2020,season_SR2021
ID_V05LYZPPPB,L141F01849C39S12554Rp42319.jpg,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_7FH8CSDU3M,L429F00355C39S13864Rp37036.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_GY8H8ZJX1Z,87_repeat_2_2211_1708_1278.JPG,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
ID_XCLPF8NBEO,L435F00204C01S06806Rp31823.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_EQLGEV25WY,L354F03981C01S08779Rp25088.jpg,40,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
ID_2JSKHLGZV5,L134F00089C01S02645Rp08073.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ID_DW52DYN1I1,L124F03423C01S01216Rp09041.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ID_BGKI0W54KU,L405F02101C39S14865Ip.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_OTTNP5HXZA,L124F02408C39S12823Ip.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_HR9DTC7KOA,L222F03584C20S11210Rp25607.jpg,50,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ID_C3UAAVEEVI,L331F04050C01S07608Rp19010.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ID_JIDV9P7S5H,L1153F02464C01S08647Rp30965.jpg,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_27TVJ6PU04,L311F00133C01S09267Rp27412.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ID_NXDWEKF7O5,L1139F00290C01S08799Rp17725.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
ID_F3T4PEN6NL,L133F00737C39S14615Rp47497.jpg,20,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ID_C0DA37943W,L427F01361C39S15048Rp47703.jpg,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ID_YWWPPQV0I9,L144F00100C39S12234Rp38770.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ID_VA8UJJWKUU,107_repeat_2_1090_4074_2646.JPG,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
ID_TDKNYSE2W9,L1116F00462C39S11977Rp34170.jpg,30,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
ID_G85XWYYDTU,L410F01648C01S08227Rp31928.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_5JMCP0RHGJ,L355F02271C01S08917Rp30564.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
ID_Z2HG28HGKM,L121F03608C01S01416Rp12813.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
ID_JNPDYT04F3,L1155F04259C39S11979Ip.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ID_5KN6ZMRTEO,164_initial_1_2268_2268.JPG,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
ID_O6EAZRLJHR,L133F00494C01S02756Rp01880.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
ID_2FDZN6PPYO,L134F00852C39S14276Rp44203.jpg,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ID_ITZ9O0A1TK,L1116F00916C01S08529Rp28539.jpg,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ID_CH9I5RK0MA,L406F00126C39S12385Rp43492.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ID_KJ2MF74VQY,L144F01278C39S12243Rp43549.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ID_OHMQUY73AY,L221F02010C01S08477Rp16147.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ID_B2UVJ2UPBE,L428F02452C01S09016Rp22878.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_IM8IBKLM27,L378F00117C39S12219Rp47400.jpg,20,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
ID_3LG3FJ1JN2,L134F04228C39S14295Ip.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_62VPTFDMRG,L231F04695C03S06912Rp15120.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_CP7VNGCEBP,L353F02807C40S13451Dp36321.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_BU00MZ3HK3,L144F00935C39S12238Rp35704.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_PWHP5A23YF,L1139F00045C01S08798Rp17724.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
ID_F05EDX4RKK,L134F00783C01S09764Rp20031.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ID_MVLTOB345I,L1155F04250C39S11973Rp35608.jpg,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ID_NQDWMC7L5D,L242F01468C03S08163Rp15521.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_5RY3W8ZD1Z,L406F04382C39S12996Rp46501.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ID_8QFC8Z39DM,L141F01356C01S03839Rp10272.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ID_4AHUPY1S77,L341F02738C42S13247Rp37422.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_AG41PJAIZ3,L342F01954C01S00411Ip.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
ID_UMAO3DJ4LZ,L323F00405C39S13292Rp43090.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_7UL9KNLXH6,L144F01091C39S12242Rp41624.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ID_ZFS8FDMN6K,L1084F00364C01S07510Rp19773.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
ID_D1MKN105Q4,L365F01815C39S12580Rp42914.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ID_9W0TRCCFIN,L231F02027C41S14941Ip.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_HKK9BMLDO9,L231F00243C41S12142Rp41309.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ID_O6DSYAK7KC,L1131F04385C01S09610Rp20640.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
ID_ES89U0K1I4,146_repeat_2_1142_4575_2963.JPG,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ID_ZCSTSAKZB5,L1122F03372C39S11702Dp33782.jpg,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ID_9KCFG3QBFJ,L1084F00023C01S01952Rp06038.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ID_4EOSA1OGHP,L121F00592C01S04298Rp13385.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ID_EWMA0S9A2Z,L410F02818C01S08296Rp19579.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
ID_DUJBVCQU7G,228_repeat_2_1209_5938_4281.JPG,20,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
ID_19LLN9TMEB,L315F02924C01S02272Rp13713.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ID_YDZH40VTOE,L1125F00286C39S14398Rp35668.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_SLON6LGJ1U,L1115F01288C01S09087Rp19408.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
ID_C32VDDE0HV,L134F00875C01S06932Rp16157.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ID_EFLDVE0LRK,L221F00412C01S04833Rp06165.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
ID_CVCHI8DGZ6,L331F00956C01S07063Rp21066.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
ID_GPXF9W6R4J,L1084F02525C01S07535Rp29431.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_ZI949PCWCF,L1149F01231C39S11810Ip.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_1S9ISEYGHM,L325F00154C39S12251Rp41299.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ID_ODWIQY7HK7,227_repeat_2_1073_6197_4561.JPG,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ID_6VAOVXHXC2,L1123F03028C20S10582Rp17966.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ID_ZYGLOMAB5O,244_repeat_2_2082_1598_1182.JPG,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ID_PVL1QW8S97,L406F03544C01S02311Rp02987.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
ID_AIU1TZPCMF,L1133F00460C01S08043Rp22204.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ID_VKYOAAWRFD,L406F04369C39S12387Rp46464.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ID_REXH52T2VJ,L131F03893C39S12816Rp44075.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_ZUYZIN7QWG,L378F01052C01S06900Rp16293.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
ID_E0XKN7NR69,L353F02184C01S01306Rp06755.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
ID_WTY6CHMRWQ,L1150F03411C39S12207Rp40076.jpg,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_PKE4MT70DO,L121F00591C39S12898Rp39892.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_PJACWX3353,L113F01027C01S10033Rp26976.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ID_31JUJQV8PA,L331F00160C01S07065Rp19777.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ID_X3JUJEZ9LG,228_repeat_2_1209_6274_4637.JPG,40,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
ID_MDLTAG8GC8,L436F01332C01S02392Rp03412.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
ID_SDYLDQ4YTL,L376F03534C39S12677Ip.jpg,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
ID_BHD8S6XV1N,L1144F04460C01S11159Rp23485.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ID_3JAGQZ0EO2,L342F01261C01S00366Rp04319.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
ID_KHKLDPW3A8,L1133F00048C01S07401Rp16200.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ID_9OEDLTWO4Q,L1089F01772C39S11553Rp38924.jpg,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ID_O61H2GMQY3,L1136F01518C39S11644Ip.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ID_DA3714STJ8,L1094F04268C01S08415Rp17500.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
ID_18N7BA68DG,L406F01517C01S01357Rp04952.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
ID_9V8CO4IB9H,L1094F04315C01S07093Rp15248.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
ID_KK9JY7SSPE,L1155F04252C39S11898Rp34718.jpg,30,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
ID_PZCNIHIKOV,L124F01099C39S13669Rp37878.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ID_6CM4E4MOOO,L361F01181C01S08998Rp20849.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ID_LUVEDY26UY,L1131F04387C01S09777Rp20916.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
ID_XS6ZUOGG3J,L133F02739C39S14305Rp38486.jpg,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
ID_O74GDYCCC6,L144F02773C01S07632Rp30710.jpg,60,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ID_EQOHMIFMMX,L429F01907C01S08187Rp29483.jpg,20,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ID_510D6R1AMQ,L315F00144C01S07589Rp16708.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_6BABQARUP8,L429F04540C39S13967Rp39203.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_NNNPKA19KF,L398F01012C01S03352Rp10880.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ID_6FZ9NQJSWK,L353F02684C39S13457Rp42242.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_TXOIFSKT4U,L331F04184C01S04290Rp12102.jpg,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ID_Q3RY41UFHM,L428F00327C39S12375Rp49030.jpg,60,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ID_BEMQC4A1VN,L144F02383C01S08708Rp30167.jpg,60,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ID_9HS3X04CMU,L428F04484C01S10354Rp23063.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
ID_LJ2DAKDGX5,L121F00592C01S06816Rp26306.jpg,30,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ID_7D8V3UH8AK,L376F00119C01S07033Rp18739.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ID_US63K7TKOI,L1155F04256C39S11631Rp32832.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ID_NVCEMPI32Q,L373F00107C01S07927Rp15373.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ID_MMLMTNUY0U,L371F03064C01S05069Rp01988.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
ID_DZCIABN1VT,L322F03549C01S02637Rp09697.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ID_LD20L99Q9G,L354F00183C01S02541Rp14818.jpg,30,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ID_1RWJ7NQZQA,L221F03181C39S13393Rp43888.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_O0PWQDRTSB,L1133F00048C01S07401Rp21027.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ID_LP85FKZT37,171_repeat_2_2291_2145_1373.JPG,50,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
ID_WU57JX7OXU,L398F02597C01S10287Rp18374.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
ID_RP1SY31YK1,L125F02529C01S09148Rp17895.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ID_6KE6M9MBO6,L141F02852C01S03725Rp06990.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ID_32M3672P96,L124F01890C39S13678Rp33967.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_S0UZRTELV3,L406F04309C01S07768Rp18435.jpg,30,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
ID_A005BZ5S9L,L1137F02325C01S10063Rp16207.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
ID_YT7JGTZEA9,L321F01942C01S07471Rp22111.jpg,20,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ID_NBXE2DDO4N,L371F03597C01S09874Rp26218.jpg,30,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
ID_1WRGGAFLAS,201_repeat_2_1461_6212_4578.JPG,20,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
ID_8729C7S8AQ,L435F02418C01S01344Rp08214.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
ID_4BYD9E8ZAD,L1093F00010C01S02842Rp01012.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ID_FWCVCL77XX,L1153F04301C39S11879Rp32912.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_EHGULIL1YB,16_repeat_2_1029_4861_3236.JPG,20,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
ID_RHRUZREV9D,L371F04392C39S14011Rp36138.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_TEHMVTG4CI,L1155F04251C01S07814Rp18850.jpg,40,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
ID_GTOIJXZ355,L221F01712C01S08476Rp18677.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ID_UJI359D7TT,L430F00541C39S13915Rp48164.jpg,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ID_N8363QA50O,L436F00358C01S08210Rp18841.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ID_7WZ1UOY84L,L1155F04245C39S11901Rp34719.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ID_Z6UEM2B6QL,L426F01036C41S14974Rp41554.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_TWDBQ6XP7X,L1136F01393C01S01504Rp04979.jpg,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ID_1LPHGPZ49F,L222F03531C01S10154Rp25593.jpg,20,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ID_Q7ITGXEAL1,L1095F00012C01S07794Rp32208.jpg,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ID_S8TOGY54Z4,L433F01206C01S01462Rp08353.jpg,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ID_HXXLLMB3XE,L361F01045C39S14460Rp45375.jpg,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ID_PQ90MA4OIY,L1095F00012C01S07794Rp16308.jpg,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
ID_DZAUKRPCRU,L426F04397C03S09320Rp22655.jpg,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
ID_LJ2XDWCM75,L1093F02049C39S11807Ip.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_1VBMU1FUJK,L376F01952C39S14516Dp39568.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_WNYLG0QI9N,L1150F02067C42S11870Ip.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_2NKM7UN8SP,L113F00663C01S10034Rp22951.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ID_9Z9B7WAHO7,L134F04019C01S05264Rp06406.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
ID_91LWC997W6,L1153F00455C39S12022Rp38121.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_RTTZWDW75C,L122F01212C01S07567Rp18907.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
ID_OSGL87NEZV,L398F03176C01S09772Rp21949.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
ID_Z29GU8TRM6,L378F01303C01S07102Rp17182.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ID_2M3JJP0D1S,L1093F00303C01S07467Rp25018.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_FF9LOLDIOO,L398F00104C01S08009Rp30089.jpg,50,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ID_VXZMI3DECY,L323F03196C01S07824Rp16919.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
ID_QRN5DRFL2I,L142F02209C01S02028Rp12238.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ID_V00LQOY3TQ,30_repeat_2_1418_1160_863.JPG,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
ID_Z0SHAO761J,L1095F00444C01S00183Rp01069.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ID_1YJAGGO7ZL,L376F00118C39S14509Dp44378.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_DNHY39G2JS,L131F03901C01S01631Rp11923.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ID_L7W3KA50DV,L405F03069C01S08318Rp23591.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_72CQ2PBN0L,L1132F04294C01S07490Rp22642.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
ID_QW2RZX2CZA,L231F02008C41S13013Rp35306.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_CM0NFC5PQ5,L122F01104C01S07565Rp25876.jpg,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ID_8C8TKW7QT1,L341F02718C39S13264Rp38968.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ID_Q3UOWU3R9H,209_repeat_2_1357_1322_1033.JPG,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ID_IE8CIEQC9N,L141F03558C01S07912Rp25996.jpg,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_A43PB9UH7C,L1083F01068C01S06795Rp21644.jpg,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_0D20JVY2BG,L371F04401C20S11057Rp27714.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_1N46MRCAFJ,L1094F01699C01S07505Rp22866.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ID_B246MHAZR9,L415F01542C39S14426Rp49240.jpg,90,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ID_0FIBSLVNR1,L378F01645C39S12354Ip.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_38EFPXH1NJ,L378F02480C39S12567Ip.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_P5KDEY74EE,L406F00126C01S02545Rp10668.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
ID_GFYH4M1KVZ,L323F02503C39S13091Rp45502.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ID_PIGE52O9GI,L144F00100C39S12234Ip.jpg,40,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
ID_ZZVYRCVDBR,L325F01619C01S00299Rp03337.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
ID_5AJ2UYSRR5,L1136F03296C39S12146Dp37390.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_VCBH7HECBP,L415F03305C01S08470Rp27357.jpg,10,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ID_8BPECY94PT,L133F00713C01S01087Rp06100.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ID_LG88OFUDX0,L326F00156C01S06977Rp17584.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ID_C17O4ZT6GJ,L141F01953C01S01679Rp08396.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ID_UZ867N256S,L1150F02067C02S09713Rp27189.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ID_ZMPBVBFW21,L134F00787C39S13704Rp46303.jpg,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ID_XQXLE3K1NK,L1094F02632C39S11739Rp36176.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_XRE5S4VE6E,L376F03309C01S06802Rp15093.jpg,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
ID_48SPDEEJ1Z,L122F00549C01S02032Rp09658.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ID_A6GEII2DFS,L141F01026C01S02244Rp11960.jpg,30,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ID_5DCQEQ9FME,L314F03000C39S12476Ip.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
