ID,filename,extent,growth_stage_F,growth_stage_M,growth_stage_S,growth_stage_V,damage_DR,damage_DS,damage_FD,damage_G,damage_ND,damage_PS,damage_WD,damage_WN,season_LR2020,season_LR2021,season_SR2020,season_SR2021
ID_2KZGI7HX2Q,L331F04050C39S13999Rp38472.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ID_VV4WXLY51U,L1089F00018C01S01031Rp05974.jpg,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ID_YLFIXMBHYZ,L428F02760C01S02512Ip.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
ID_E9UCDH5TYM,L1094F01699C39S11548Rp37674.jpg,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ID_9XALGFFPI9,L141F00498C01S00214Ip.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
ID_IC590KRNC3,L315F02143C01S02268Rp15046.jpg,70,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ID_9ZJJ1YCDAV,L134F04022C01S06968Rp16941.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ID_JDK1BV5SEZ,L232F01664C01S05362Rp04640.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ID_LBPEI6TKUG,L1084F02124C01S02995Rp01573.jpg,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ID_VT72SFT2YR,L1093F02146C01S08512Rp30931.jpg,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_16H0TMWU2M,L342F00565C39S13426Rp44268.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ID_CFKC7IWZQ8,L354F00361C01S08356Rp23703.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
ID_883PBY5NUV,L134F00765C39S13701Rp34906.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ID_F0EFUYVSX3,L1084F00465C39S11534Ip.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ID_6MSJHMVR4F,L1094F01561C39S11560Ip.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_DU8G06ENXR,L410F00299C01S01349Rp02578.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
ID_F01KG9D69U,L1084F02124C01S02995Rp00921.jpg,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ID_WT0COD380O,L1094F00509C01S00678Rp08656.jpg,80,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ID_NMGX03BQS5,L1094F00013C39S11723Rp39911.jpg,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_XSH25NL46E,L433F00271C01S01732Rp13057.jpg,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ID_J73W246EJ0,L1084F00962C01S07878Rp26016.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ID_D5L0Z0KI9U,L133F00691C39S13658Rp46898.jpg,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_7UTRR0O1Z9,L231F01851C41S12233Rp39407.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ID_Y8VFF1B6PM,L1094F02707C39S11745Rp33979.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_GW8UGSNU5I,L122F01599C01S02648Rp01154.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
ID_SXK0BVTLPP,1_repeat_2_3059_5205_3556.JPG,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ID_ER0YUWDEY2,20_repeat_2_1259_1169_872.JPG,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
ID_7JHZGRT39M,L1125F02253C01S07540Rp18981.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
ID_VL7BPH6BMO,L1131F04389C01S09612Rp16440.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_1SPRSA3QFD,L1116F01905C01S08855Rp32280.jpg,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_67YQ085ZQA,L332F01467C39S12309Rp40813.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_5VZTYVQTA5,222_repeat_2_1817_1242_945.JPG,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ID_5RAFJLD01Q,187_repeat_2_2048_5077_3408.JPG,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
ID_ASKHDWXZ0Z,181_repeat_2_1055_6259_4626.JPG,80,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
ID_PV2FSAZ1BQ,L131F03904C01S01620Rp02435.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
ID_8TG6VU29JK,L1153F02464C01S00194Ip.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ID_STMBASH2VW,L1089F01772C01S08289Rp19567.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ID_RCRAFOFAKX,L222F03300C01S06834Rp26157.jpg,30,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ID_XUJWUZSNB2,L428F01533C39S14102Rp45325.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_CT0CELT608,L342F00569C01S00331Rp12290.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ID_6AZPK9EIOW,L131F03901C01S07659Rp24633.jpg,60,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
ID_8RX0Y295TV,87_repeat_2_2211_3499_2244.JPG,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ID_TVZFWNXHP8,L1122F03372C39S11702Rp37363.jpg,30,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ID_RPQF6JRYUS,L314F01501C39S12483Rp48644.jpg,30,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ID_Q9G62HPEYT,L243F04639C39S12665Rp40810.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_TR0GCYAUPC,L1093F02514C01S06789Rp24065.jpg,30,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
ID_JUHI8ZJO8L,L1089F00017C39S11632Rp32543.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_MDOE0SSPRO,L1089F00889C39S11751Rp37962.jpg,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ID_VG0ETWVRSD,L133F00686C01S01088Rp14065.jpg,90,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ID_5J0EOIU1UE,L222F01391C01S06822Rp21684.jpg,10,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ID_X4D3BSKJ9V,L1083F01475C01S08003Rp15329.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_P40VMPKQ2Q,L1116F01834C39S12534Ip.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ID_90FDCS9B5B,L365F00490C39S12458Rp41502.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ID_SHWA43NI9D,L1153F02464C39S11609Rp35390.jpg,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ID_Z8K8LTAQNT,L1122F03010C39S12103Ip.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ID_45AUF52YPA,L992F04350C39S11630Rp35052.jpg,30,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
ID_488WNOVBBI,L131F00084C39S12595Rp34889.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_9SXMCN1Y64,L122F00612C39S15057Ip.jpg,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ID_JKB4Q47ZNS,L1093F02514C01S06789Rp25999.jpg,30,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ID_UIZ7MO8WBH,L1090F01183C39S11783Ip.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_KMKELJSLZD,L222F01109C39S14626Rp42072.jpg,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_QEB3SISMY3,L1093F02859C39S11684Ip.jpg,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
ID_FGZIXN1KZM,L1083F00025C39S11792Rp37999.jpg,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ID_UJ8L522L46,L378F00927C39S12352Rp34825.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_AMZ5BCIGQV,L134F00091C39S14151Rp43400.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_G1PSB0RB6C,L314F03336C39S12481Rp39479.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ID_UWOFO80CFQ,L122F01212C01S02643Ip.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
ID_OSYRJQ577V,L354F02256C01S03049Rp04990.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
ID_ER4OBOPNCG,225_repeat_2_1312_3978_2555.JPG,20,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
ID_S3WE7H0588,L144F03571C39S12864Rp39371.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ID_RQ1Z13KXXO,L1144F04448C01S09221Rp30247.jpg,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_9O647HM5XK,L1123F03281C20S10250Rp21261.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ID_N22JCKP2CF,L326F01979C01S00086Rp09199.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ID_354NEOM620,L354F01906C39S00000Ip.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ID_OL3HNCOA60,L1148F03376C39S12658Rp35121.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ID_GWZOQ7BA8W,L361F00187C39S14462Rp49189.jpg,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ID_UUBITH4SXR,L398F02597C39S12758Rp40907.jpg,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
ID_V703F2DO0L,L398F01059C39S13297Ip.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_78M7P1IPHO,L121F03507C39S13601Rp42357.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_AGBQVIGX9Z,L1116F01994C01S09054Rp32184.jpg,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ID_TSLXXU48OZ,L134F00843C01S09765Rp27551.jpg,80,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
ID_9W69P4YB86,L331F04065C01S09434Rp23197.jpg,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_KR2W29675A,188_repeat_2_1478_1012_686.JPG,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
ID_YOLY5KWNXY,L1083F01254C01S08152Rp30899.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_HT6GJZX2V1,L322F02665C01S04168Rp14284.jpg,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ID_GFAP5HPZGU,L376F02419C01S10956Rp22695.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
ID_ILLYWSN6FX,L342F01050C01S01595Rp06486.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
ID_DJEEG0MUS7,L134F00092C39S12835Rp43022.jpg,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ID_EPBW63FA9V,L1089F00453C39S11706Rp36779.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_6WZZPKAMJI,L1102F00034C01S01526Ip.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
ID_QGDFAMD62W,L315F02143C39S13352Rp40415.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ID_7K70H62E01,L1115F01288C01S04700Rp03022.jpg,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ID_GP9TDFAUBU,L1094F00329C39S11562Ip.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_EUES4977WD,L222F03358C01S03325Rp11492.jpg,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ID_HZZCGDLXB3,L113F01210C01S04776Rp12911.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ID_FR8TPH91T8,L1089F01745C01S01385Ip.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
ID_QQJ9ETHFED,L1122F01513C01S00180Rp01103.jpg,20,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ID_PQV8UXDN68,L353F03620C40S13455Rp33343.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_NXOC47PA1F,L992F04368C01S07427Rp17141.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ID_OBJQ3ZE83W,L406F02765C01S14630Ip.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_KF6AOETBSX,L1093F00528C39S11679Rp33165.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ID_XPN1EDXDV8,L242F00375C41S14070Rp35069.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_8QSMAHJ642,L435F01186C01S07904Rp15443.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_VDEZFS0IIG,L341F01233C39S12274Rp45210.jpg,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ID_2VVITCZTQJ,L133F01013C39S14729Rp40097.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ID_PMFQH5WRR2,L1089F00018C39S11605Rp36405.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_YITKAYMPC2,L331F03621C01S05398Rp04874.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
ID_BKQM1W2NK6,L376F01092C39S14511Dp44385.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ID_8W12FE2KSD,L321F01949C01S07143Rp27019.jpg,40,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ID_H3ZDC0B5P1,L144F03486C03S08789Rp26970.jpg,40,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ID_XCH8ZOC2ZS,L371F03133C39S13696Rp44501.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_0DXZDBOULU,L144F01764C01S01724Rp11081.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ID_0SGKLKNWSQ,L354F00183C01S08044Rp21328.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ID_26Q4L0PM00,L141F01691C01S00254Rp03424.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
ID_E791ZM826T,L221F00292C01S04829Rp13797.jpg,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ID_TNQ0HVQP1N,L353F02184C01S01306Rp08684.jpg,20,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ID_XOYLPRPAMZ,L1150F01299C01S10092Rp21135.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ID_N8X5G819SI,L325F03081C01S00070Rp13945.jpg,40,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ID_3FWV8T5BCU,L341F01307C39S12276Rp37684.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ID_8O8OIRE771,L1122F03372C39S11702Rp33781.jpg,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ID_GKVDGVNQ77,L121F00583C01S07566Rp15225.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_9ZVSH7VQ3X,L428F03045C39S12413Rp43224.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ID_XQWMD21MU3,L436F03041C01S08207Rp16681.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
ID_JE5WSX66PZ,L323F01607C01S07762Rp24119.jpg,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_1B7EWJAUUL,L1150F03411C39S12207Rp33259.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_9BD5XC1V05,L331F00538C01S07067Rp22490.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_A8DRNO10ZX,L1149F00401C39S14855Rp39889.jpg,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ID_BPU8CGZXZB,L342F00569C01S00331Rp06853.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ID_6R2I9MBEA7,L141F01197C01S02585Rp04657.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
ID_IHGV8E1ZOT,L1083F01475C39S13692Rp33704.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_0S2EC6KF73,L314F03336C39S12481Rp48992.jpg,30,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ID_QYHVU9IGZ3,L361F03375C01S01726Ip.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
ID_TNOPW24AG3,L311F01283C39S13126Ip.jpg,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ID_E6ZJR2TDU2,L1116F03361C01S10114Rp31968.jpg,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_ALH4G4A9HQ,L361F02351C20S10548Rp27943.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
ID_ZIT9Q9S5XL,L1084F01066C39S11547Rp33835.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ID_OQQK6REEJG,L353F02684C39S13457Rp45023.jpg,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ID_S1TZUIJEO7,L1083F02456C01S08327Rp19484.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
ID_S6RJVEEKE8,L1132F04284C39S12205Rp33483.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ID_IZWYYZNC2P,L332F03054C01S00452Rp13128.jpg,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
ID_CSVSQTMUK0,L332F01897C01S00441Rp13135.jpg,40,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
ID_WQ410ZGCR2,L121F03251C39S12651Rp39000.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ID_3OP3IHAZVR,L323F01514C39S14635Rp46580.jpg,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
ID_51PPIY8CKB,L398F01276C01S03717Rp13284.jpg,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ID_HVQCR92T0F,L133F01993C01S05461Rp10043.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ID_O5U2LVCM8F,L1153F02240C01S08543Rp18572.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
ID_SEYLR6SNX4,L1093F01642C39S11624Rp37933.jpg,40,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ID_NJPV0KWWW1,L378F00117C39S12219Rp48033.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_P73FS6AM4Z,L342F01050C01S01595Rp14432.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ID_SEIJ6PDI3L,L1094F01237C01S07049Rp24995.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
ID_EFN9WQQ2JH,L435F03276C03S10225Rp27003.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
ID_K7F0SRIEPO,244_repeat_2_2082_5182_3505.JPG,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ID_VR6MUE4F5K,L144F02383C39S12956Dp36096.jpg,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_UL3JLOVSCR,L133F00690C39S13651Rp42700.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ID_TTVRK4D9K7,L1084F02910C39S11545Rp41691.jpg,60,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
ID_L46GVIOMFQ,L341F01426C39S12280Rp37686.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_QN0O5WUTSN,L1150F01224C39S14848Rp36848.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ID_TFNDTRO1YV,L134F00814C39S13745Rp43289.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ID_HP5DTFBNAI,L398F01259C01S08224Rp18379.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
ID_9FMCJ8D10S,L1153F02240C01S08543Rp25411.jpg,40,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
ID_DYR5ONRM12,L371F01082C39S12783Rp43200.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
ID_AZWGQST1IX,L1093F01642C39S11624Rp32998.jpg,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ID_O3XJ3M7GRE,L144F03183C01S07446Rp24139.jpg,30,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ID_JDBD1WBS6B,L355F02278C01S05301Rp13396.jpg,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
ID_QYQUIRWI0X,L1093F01799C01S02004Rp05485.jpg,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ID_KB6C9FXG9R,L241F04242C39S14673Rp45006.jpg,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ID_4AYQQBXIMZ,L1084F00022C39S12023Rp36970.jpg,10,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
