label,extent,growth_stage,season,damage,address,ID
1,80,M,SR2020,DR,1/l432f00214c01s01648rp13094.png,ID_7KSWTJ2MCG
0,0,V,LR2021,WD,0/l325f01429c01s07301rp16285.png,ID_H0TG4Q1CGV
0,0,M,SR2021,G,0/l321f01946c39s13032rp47986.png,ID_37OZQQYNHT
0,0,V,SR2021,G,0/l1102f00034c39s11594rp32704.png,ID_W9Q33VIERY
0,0,F,SR2020,WD,0/l1094f01373c01s02618rp02262.png,ID_K0EZ40R49G
0,0,S,LR2021,G,0/l429f01061c01s08957rp23265.png,ID_EKZ8KXJTVQ
0,0,M,SR2020,WD,0/l326f01694c01s01999rp13980.png,ID_ZFUC5YWBKJ
0,0,V,LR2020,WD,0/157_repeat_2_1278_518_374.png,ID_FYBDJ0TDYH
0,0,F,SR2020,WD,0/l1139f00473c01s01590rp00283.png,ID_XKBOFP8ULB
1,20,M,SR2020,DR,1/l341f02943c01s04892rp14185.png,ID_71DDP6EGT3
0,0,V,SR2021,G,0/l1083f02873c39s12116rp35216.png,ID_6JST30R1J3
0,0,F,LR2021,G,0/l331f02207c01s07076rp22922.png,ID_1I5JDD876V
1,60,M,SR2020,DR,1/l1089f02252c01s00287rp10917.png,ID_ZAP5JRY1C1
0,0,V,LR2021,WD,0/l376f02419c01s10956rp21651.png,ID_EOM35P5590
1,30,M,LR2020,DR,1/204_repeat_2_1454_5927_4272.png,ID_6BJKQHWO75
0,0,S,SR2021,G,0/l144f02173c39s12862ip.png,ID_8VCLES671S
0,0,V,SR2020,WD,0/l331f04165c01s04022rp05726.png,ID_LFTGLXGQPI
0,0,V,LR2021,WD,0/l1089f03456c01s09908rp27144.png,ID_T445IEK1M3
0,0,F,LR2021,G,0/l371f01132c01s10090rp26064.png,ID_IJ6A63N68P
0,0,F,SR2020,G,0/l134f00807c01s05236rp06375.png,ID_5QIRETS44Q
0,0,F,SR2020,WD,0/l1084f02124c01s02995rp01817.png,ID_KBQV9S8XAZ
0,0,S,SR2021,G,0/l326f01988c39s14275ip.png,ID_BLUAH9FCKG
0,0,F,LR2021,WD,0/l1093f00377c01s08070rp25478.png,ID_TIF8D9KLRJ
0,0,V,SR2021,G,0/l134f00884c39s14252rp43432.png,ID_KA9CCJB9EX
0,0,S,SR2021,G,0/l398f02556c39s13508ip.png,ID_NGY2WPFFGM
0,0,V,SR2020,WD,0/l354f02909c01s03226rp05372.png,ID_DV4K0GKSDT
0,0,F,SR2021,G,0/l361f02341c39s14060rp48578.png,ID_1W4TQJREO1
0,0,M,SR2021,G,0/l1094f02707c39s11745rp37458.png,ID_GJ6KE5HIPK
1,20,F,LR2021,DR,1/l410f02693c01s07293rp23642.png,ID_G5R626T4M2
0,0,F,SR2020,G,0/l371f03011c01s05081rp13217.png,ID_B1BK101YUU
0,0,F,SR2021,G,0/l415f00217c39s12954rp46293.png,ID_NR4UNG1QIM
0,0,V,SR2021,G,0/l342f01261c39s12288rp39995.png,ID_36RYBK6TVD
1,90,V,SR2021,DR,1/l428f01217c39s14435rp48288.png,ID_B4DY53PJ6O
0,0,M,SR2021,G,0/l122f00078c39s13854rp48828.png,ID_UILUO5HJMP
1,10,M,LR2020,DR,1/146_repeat_2_1142_5335_3698.png,ID_P9G6JNELKD
0,0,F,SR2020,G,0/l1084f02299c01s02998rp01569.png,ID_70WM8K4U9G
1,70,M,SR2020,DR,1/l1084f00465c01s01391rp07758.png,ID_NB7VJ4597A
0,0,V,SR2021,G,0/l361f03180c39s14447rp43518.png,ID_58E6KYN1BP
0,0,S,SR2021,G,0/l435f02418c41s14832rp40611.png,ID_I85M5CVI6P
1,10,M,SR2020,DR,1/l121f01418c01s02444rp14429.png,ID_MMKZEEQY1Q
0,0,V,LR2021,G,0/l1122f02114c01s09921rp19391.png,ID_OUFUVJ2N3Q
0,0,S,SR2021,G,0/l426f02003c39s14985ip.png,ID_Y8P9LXZBVP
0,0,F,SR2021,WD,0/l1123f03617c39s11952rp33250.png,ID_S0BL9EE1HB
0,0,V,LR2021,WD,0/l1149f01553c01s08180rp18720.png,ID_9HURI9KV4K
0,0,S,SR2021,G,0/l354f03987c39s13387ip.png,ID_1RJBYWQZFU
0,0,V,SR2021,ND,0/l125f02654c01s13952rp43486.png,ID_5YYQLPQDOB
0,0,F,SR2020,WD,0/l1153f03533c01s01053rp02804.png,ID_UOAQT44M4K
1,30,M,SR2021,DR,1/l1094f04310c39s12010rp38693.png,ID_R9VBA5MRQ6
0,0,F,LR2021,G,0/l124f00335c01s09436rp21759.png,ID_FLNGDL2OFT
0,0,M,SR2020,WD,0/l141f01211c01s00245rp08561.png,ID_JM3HLF6IMB
1,10,M,LR2021,DR,1/l1122f00056c01s08920rp30147.png,ID_1SQCY19F7J
0,0,V,SR2021,PS,0/l134f00787c39s13704dp36077.png,ID_0XAIJ2R9G4
0,0,V,SR2021,G,0/l331f04184c39s12614rp36580.png,ID_GV06BG6B29
0,0,F,LR2021,G,0/l1150f02723c01s09667rp24324.png,ID_8GCRTX5AT2
1,30,V,SR2021,DR,1/l1115f00029c39s11829dp42545.png,ID_S6SRBUDAWV
0,0,F,SR2020,G,0/l410f01562c01s02763rp10646.png,ID_1FNMUIJQ34
0,0,V,SR2020,G,0/l1094f00655c01s00335rp00494.png,ID_GK5AED83AX
1,40,V,LR2021,DR,1/l406f04352c20s11184rp30070.png,ID_WQJJXB9AOH
1,20,M,LR2021,DR,1/l222f00670c01s06818rp28128.png,ID_3EY0IQ5W5D
0,0,V,SR2021,WD,0/l341f00544c39s12271rp33853.png,ID_SFQIN8ZLQD
0,0,S,SR2020,G,0/l376f00452c01s02663rp00155.png,ID_71TZ1QTJNC
0,0,F,LR2021,WD,0/l321f01946c01s07112rp17300.png,ID_JJZY969F7D
0,0,F,LR2021,G,0/l361f02355c20s10484rp27934.png,ID_91EUD3AIQ2
0,0,V,SR2021,G,0/l428f04491c39s13337rp44179.png,ID_4RHZ6EV2QH
0,0,M,SR2021,WD,0/l341f02689c39s12283rp45198.png,ID_GKPQN2KPVL
0,0,M,LR2021,WD,0/l1083f03269c01s08097rp30517.png,ID_CBEKK198HE
0,0,F,LR2021,WD,0/l321f03728c01s07028rp20164.png,ID_PC9B9Y2ETE
0,0,V,SR2021,WD,0/l371f04392c39s14011rp45644.png,ID_UKPD97UHBB
0,0,S,SR2021,G,0/l435f01313c39s14964rp38962.png,ID_O0UR4BB3ON
0,0,V,LR2021,WD,0/l1125f00496c01s08811rp17783.png,ID_LZLW2160HL
0,0,S,SR2021,G,0/l428f01533c39s14102ip.png,ID_O4FDA1EHCT
0,0,M,SR2021,G,0/l354f03995c39s13538rp48788.png,ID_EVCEYJMXCJ
0,0,F,LR2021,WD,0/l1084f01037c01s07373rp22217.png,ID_URUT2RJDRO
0,0,S,SR2021,G,0/l134f00879c39s14248rp34724.png,ID_X4UCF5SPE8
1,20,F,LR2021,DR,1/l1132f04294c01s07490rp29813.png,ID_ZP9R5NNZHE
0,0,V,LR2021,WD,0/l144f00098c01s07631rp20436.png,ID_ZK45MXML47
0,0,M,SR2021,WD,0/l332f01897c39s12301rp45207.png,ID_5D89JCDHOH
0,0,F,SR2020,G,0/l1123f02308c01s04721rp03017.png,ID_169SZXKR9K
1,40,M,SR2021,DR,1/l1089f01275c39s11671rp40729.png,ID_D3D4OTAG0J
0,0,V,SR2021,G,0/l1155f04257c39s11636rp33179.png,ID_34HPXQEYCV
0,0,M,SR2021,WD,0/l243f04630c39s14470rp48081.png,ID_TDWNS7OV71
1,40,F,SR2021,DR,1/l1089f00016c39s11725rp38584.png,ID_7WQWU3EEEW
0,0,V,SR2021,G,0/l124f01890c39s13678rp37903.png,ID_BVM5JN9MFS
0,0,F,SR2020,WD,0/l144f02841c01s01162rp09936.png,ID_910UR0SZXE
0,0,V,SR2021,WD,0/l376f02050c39s12297rp44082.png,ID_ONAZQJ76ZV
0,0,V,SR2020,WD,0/l222f03245c01s03018rp05614.png,ID_BX1FPLFYJE
0,0,F,SR2021,G,0/l1084f03259c39s12149rp33452.png,ID_7XMGJBO0A0
0,0,S,SR2021,G,0/l433f01088c39s13993rp35497.png,ID_ESOST7ZFNB
0,0,S,SR2021,G,0/l415f03068c39s12961ip.png,ID_T07QYS221O
0,0,F,LR2021,G,0/l1093f01069c01s07132rp22029.png,ID_7M8YQFM7H1
1,20,M,SR2021,DR,1/l1125f00342c39s14464rp41051.png,ID_BPNH4NBTBI
0,0,M,SR2021,G,0/l1093f03136c39s11957rp37517.png,ID_AYENM0V63S
0,0,F,LR2021,G,0/l1124f02808c01s06847rp29694.png,ID_VFHZ3N9GMP
1,30,M,LR2021,DR,1/l332f01897c01s09107rp24599.png,ID_54M60ED5QU
0,0,S,SR2021,G,0/l428f01217c39s14435rp38952.png,ID_4DU0IBUEGM
0,0,V,SR2020,WD,0/l134f00858c01s05258ip.png,ID_8ZW8BKEM4D
0,0,V,LR2020,WD,0/201_repeat_2_1382_132_72.png,ID_0KRUC2X409
0,0,F,SR2020,G,0/l342f01050c01s01595rp08522.png,ID_KN8GVVMC31
0,0,V,LR2021,WD,0/l373f00891c01s07947rp15969.png,ID_Y4A28W1D3U
0,0,M,SR2020,WD,0/l436f00358c01s00530rp11508.png,ID_AZQ5XATFI2
0,0,V,LR2021,WD,0/l113f01210c01s10039rp22952.png,ID_PZMLX8VMHL
0,0,V,LR2020,WD,0/199_repeat_2_1045_1009_682.png,ID_VN62ZWNTR4
1,10,F,LR2020,DR,1/24_repeat_2_1463_2804_1779.png,ID_4YUCY6GUEG
0,0,F,SR2021,G,0/l113f01027c39s12895rp36261.png,ID_2RC368KMI5
0,0,S,SR2021,G,0/l435f00515c39s14377ip.png,ID_TL13YD0H8Q
1,90,M,SR2020,DR,1/l133f00716c01s00627rp13535.png,ID_XN81PTDT1I
0,0,F,SR2020,G,0/l353f03474c01s03647rp06697.png,ID_KSW5XH1TRQ
1,30,M,SR2021,DR,1/l1083f03529c39s12096rp33958.png,ID_ZEK80GH29N
0,0,S,SR2021,G,0/l134f00775c39s14169rp34564.png,ID_14X9QJG9KU
1,60,M,SR2021,DR,1/l1136f00959c39s11641rp41156.png,ID_7BQF8B57VM
0,0,F,LR2021,WD,0/l323f01578c01s10047rp21449.png,ID_Y9BBG7JV2B
0,0,V,SR2020,G,0/l113f00903c01s03930ip.png,ID_63BAPJNSFF
0,0,F,SR2021,WD,0/l365f01070c39s12464rp42580.png,ID_8IGEP603MR
0,0,V,SR2021,WD,0/l355f02279c40s14758rp46149.png,ID_PJF4IUYIUK
0,0,V,SR2021,G,0/l221f01605c39s13060rp38648.png,ID_SR5G70A1HE
0,0,V,SR2020,G,0/l142f01572c01s03500rp04389.png,ID_WJMIK2Z2BH
0,0,F,SR2020,WD,0/l406f02468c01s03143rp10263.png,ID_AUBMN4R2Z5
0,0,F,LR2021,WD,0/l411f01679c01s10040rp27945.png,ID_ADMJ8Z5AOM
0,0,F,LR2020,DS,0/215_repeat_2_3324_4946_3327.png,ID_NP61JIFD9Y
0,0,S,SR2020,WD,0/l410f01562c01s02763ip.png,ID_N8KZ7GOW9F
0,0,M,LR2020,ND,0/206_repeat_2_2369_5834_4215.png,ID_CA226E8WBT
0,0,V,LR2021,WD,0/l1094f01205c01s07724rp18270.png,ID_EDJ0QJZEQM
0,0,M,SR2020,WD,0/l1133f01269c01s01602rp04529.png,ID_3ED2RWK7SG
1,10,M,SR2020,DR,1/l1146f02206c01s03601rp03208.png,ID_XUOWG5ZWSD
0,0,V,SR2020,WD,0/l134f04019c01s05264ip.png,ID_7TSC30U6IS
0,0,V,LR2021,WD,0/l1123f03281c20s10250rp21261.png,ID_9O647HM5XK
0,0,V,LR2021,WD,0/l341f02966c01s08093rp18219.png,ID_E6RJBDZ1G1
1,20,F,LR2021,DR,1/l1084f02910c01s07980rp29701.png,ID_YXR0MWHJ55
0,0,V,SR2021,G,0/l1125f00054c39s14351ip.png,ID_WS4WG5N4DV
0,0,S,LR2021,G,0/l311f00523c01s09228rp17322.png,ID_G4O6LA21LI
1,20,F,LR2021,DR,1/l1136f02071c01s09046rp23890.png,ID_9XMXDV3CKZ
1,10,F,LR2021,DR,1/l1094f04343c01s07336rp27973.png,ID_8Q1H9JEKBY
0,0,V,LR2021,G,0/l361f02345c01s08024rp31954.png,ID_G3G2JAV1FY
0,0,M,SR2021,G,0/l121f01916c42s13058rp48918.png,ID_TGRU0FLBYH
0,0,V,LR2021,WD,0/l231f02027c03s08761rp19312.png,ID_A42JT3784G
0,0,F,LR2021,WD,0/l1093f00637c01s08389rp21035.png,ID_CZ8XQ9XE95
0,0,M,SR2021,G,0/l342f01050c39s14253rp45384.png,ID_DV3JXQQIEE
1,20,M,SR2021,DR,1/l1094f02632c39s11739rp40595.png,ID_7CSYC0U1XH
1,80,M,SR2020,DR,1/l311f00639c01s00888rp02353.png,ID_79XLBKGJNH
0,0,V,LR2021,WD,0/l378f00274c01s06901rp16481.png,ID_R8HUF9N0NJ
0,0,V,SR2020,WD,0/l141f01953c01s01679rp02287.png,ID_JTVGENRGZT
0,0,M,LR2021,G,0/l428f04477c02s09257rp24411.png,ID_1ZYFFWT0I3
1,20,M,SR2021,DR,1/l134f00780c39s14177rp47613.png,ID_YGH0C5Z71U
0,0,F,LR2021,G,0/l1116f01905c01s08855rp27513.png,ID_PHG5SYC9V0
0,0,V,LR2020,WD,0/79_repeat_2_1504_2675_1666.png,ID_TAKU9FG0E4
0,0,F,SR2021,G,0/l1094f04269c39s11971rp33057.png,ID_LR6EBZHXKK
0,0,M,LR2021,WD,0/l341f01560c01s08103rp23041.png,ID_T7KOCYSKMX
0,0,V,LR2021,WD,0/l1122f00055c01s08988rp23339.png,ID_I7UMQC1L02
1,30,M,LR2021,DR,1/l325f03118c01s07288rp29989.png,ID_W0F388LEHU
0,0,F,SR2021,G,0/l325f03118c39s12189rp44448.png,ID_63NZUYEY4O
0,0,F,SR2021,G,0/l134f00884c39s14252rp42484.png,ID_0OIPI3ZMRB
0,0,F,SR2021,G,0/l1150f01137c39s14849ip.png,ID_V0QSXPICEW
0,0,S,SR2021,G,0/l242f01314c40s14328ip.png,ID_WQSKRTXF7T
0,0,V,SR2021,WD,0/l222f02862c39s14481rp37979.png,ID_XZJL2S4MWT
0,0,V,LR2020,G,0/90_repeat_2_1529_2518_1534.png,ID_4QUEK2EQJQ
1,50,M,SR2020,DR,1/l342f01351c01s00370rp14589.png,ID_0JBKXBDMFP
0,0,F,SR2021,G,0/l1150f01773c39s12209rp34532.png,ID_EW6KBALGJ6
0,0,V,SR2021,WD,0/l133f00976c39s14529rp46790.png,ID_J9I4FB6JJ6
0,0,S,SR2021,G,0/l376f01370c39s12295ip.png,ID_RN1Z8JBTTD
0,0,F,SR2020,G,0/l331f04169c01s04758rp09001.png,ID_HLQSF848N4
1,70,M,LR2020,DR,1/222_repeat_2_1818_6229_4597.png,ID_399X5FVSCY
0,0,S,SR2021,G,0/l406f00362c01s14389rp37898.png,ID_GALON46DZJ
1,90,M,SR2020,DR,1/l342f03079c01s03296rp14603.png,ID_ETH7ZDA9K2
0,0,M,SR2021,WN,0/l323f02888c39s14663dp46339.png,ID_VLWN3PH2B6
1,80,M,SR2021,DR,1/l133f00716c39s14618rp48118.png,ID_Z7WMOK4KKT
1,10,F,LR2021,DR,1/l1093f01028c01s08731rp25293.png,ID_015T54BYTA
1,80,F,SR2021,DR,1/l134f00843c39s14206rp47697.png,ID_FPXAIWWWFY
0,0,F,LR2021,WD,0/l134f00753c03s09768rp23945.png,ID_IDE2QZMFD9
0,0,V,LR2021,G,0/l341f00168c03s09681rp18284.png,ID_6HM8CETAQP
1,50,M,SR2020,DR,1/l311f01586c01s00925rp00475.png,ID_SIEPLIESFQ
0,0,F,LR2020,DS,0/202_repeat_2_1375_3731_2418.png,ID_Q64TMSVM1H
0,0,S,SR2021,G,0/l428f02078c39s13860dp49231.png,ID_CWQTJWJT06
0,0,M,LR2021,WD,0/l1144f00069c01s08546rp27999.png,ID_Y5K3P3N8T8
0,0,V,LR2021,G,0/l1089f01687c01s09624rp20588.png,ID_95DQU3JZL7
0,0,V,LR2021,WD,0/l1089f02252c01s06763rp15982.png,ID_6YQIPGQDBT
0,0,M,LR2021,G,0/l1132f04286c01s07489rp30835.png,ID_TZTQANQOR2
0,0,M,LR2021,WD,0/l1083f01047c01s08767rp31021.png,ID_KJ7L3WIEJ4
